Title,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+
Parenthood,79/100,0,1,0,0
Desperate Housewives,79/100,0,1,0,0
Broad City,79/100,0,1,0,0
Boston Legal,79/100,0,1,0,0
Revenge,79/100,0,1,0,0
Samurai Champloo,79/100,0,1,0,0
Workaholics,79/100,0,1,1,0
The Act,79/100,0,1,0,0
The Fosters,79/100,0,1,1,0
Younger,79/100,0,1,0,0
The Good Doctor,79/100,0,1,0,0
Terminator: The Sarah Connor Chronicles,79/100,0,1,0,0
Angel,79/100,0,1,1,0
09-01-2001,79/100,0,1,0,0
Snowfall,78/100,0,1,0,0
The Venture Bros.,78/100,0,1,0,0
The Strain,78/100,0,1,0,0
The Terror,78/100,0,1,1,0
Zoey's Extraordinary Playlist,78/100,0,1,0,0
The League,78/100,0,1,0,0
Key & Peele,78/100,0,1,0,0
Malcolm in the Middle,78/100,0,1,0,0
Dollhouse,78/100,0,1,0,0
This Way Up,78/100,0,1,0,0
The Great,78/100,0,1,0,0
My Name Is Earl,78/100,0,1,0,0
Scandal,78/100,0,1,0,0
Motherland: Fort Salem,78/100,0,1,0,0
Awkward.,78/100,0,1,0,0
Raising Hope,78/100,0,1,0,0
Law & Order: Special Victims Unit,78/100,0,1,0,0
Castle Rock,77/100,0,1,0,0
The Last Ship,77/100,0,1,0,0
Cruel Summer,77/100,0,1,1,0
Chicago Fire,77/100,0,1,0,0
Better Off Ted,77/100,0,1,0,0
Prodigal Son,77/100,0,1,0,0
Timeless,77/100,0,1,0,0
Devs,77/100,0,1,0,0
You're the Worst,77/100,0,1,0,0
Elfen Lied,77/100,0,1,1,0
Please Like Me,77/100,0,1,0,0
Lethal Weapon,77/100,0,1,0,0
The Last Man on Earth,77/100,0,1,0,0
TRIGUN,77/100,0,1,0,0
My So-Called Life,76/100,0,1,0,0
Little Fires Everywhere,76/100,0,1,0,0
The Librarians,76/100,0,1,0,0
In the Flesh,76/100,0,1,0,0
The Exorcist,76/100,0,1,0,0
American Dad!,76/100,0,1,0,0
Ramy,76/100,0,1,0,0
Chicago P.D.,76/100,0,1,0,0
Stargate Atlantis,76/100,0,1,1,0
Marvel's Runaways,76/100,0,1,0,1
Rescue Me,76/100,0,1,0,0
Shadowhunters,76/100,0,1,0,0
Everybody Hates Chris,76/100,0,1,0,0
Stargate Universe,76/100,0,1,0,0
PEN15,76/100,0,1,0,0
My Mad Fat Diary,76/100,0,1,0,0
RuPaul's Drag Race All Stars,76/100,0,1,0,0
The Gifted,75/100,0,1,0,0
Future Man,75/100,0,1,0,0
Prime Suspect,75/100,0,1,0,0
Better Things,75/100,0,1,0,0
Sleepy Hollow,75/100,0,1,0,0
Regular Show,75/100,0,1,0,0
M*A*S*H,75/100,0,1,0,0
Top of the Lake,75/100,0,1,0,0
Switched at Birth,75/100,0,1,0,0
Wayward Pines,75/100,0,1,0,0
Saturday Night Live,75/100,0,1,0,0
Staged,75/100,0,1,0,0
Dragon Ball Super,75/100,0,1,0,0
Fresh Off the Boat,75/100,0,1,0,0
The Mighty Boosh,75/100,0,1,0,0
Cardinal,74/100,0,1,0,0
Absolutely Fabulous,74/100,0,1,0,0
Letterkenny,74/100,0,1,0,0
Scream Queens,74/100,0,1,0,0
Wilfred,74/100,0,1,0,0
Deutschland,74/100,0,1,0,0
Empire,74/100,0,1,0,0
Brockmire,74/100,0,1,0,0
The Unit,74/100,0,1,0,0
Genius,74/100,1,1,1,1
Mayans M.C.,74/100,0,1,0,0
black-ish,74/100,0,1,0,0
CSI: Crime Scene Investigation,74/100,0,1,0,0
Tokyo Ghoul,74/100,0,1,0,0
MythBusters,74/100,0,1,0,0
Don't Trust the B---- in Apartment 23,74/100,0,1,0,0
Sailor Moon,74/100,0,1,0,0
One Tree Hill,74/100,0,1,0,0
Nip/Tuck,74/100,0,1,0,0
Looking for Alaska,74/100,0,1,0,0
New Amsterdam,74/100,0,1,0,0
The Golden Girls,74/100,0,1,0,0
Cougar Town,73/100,0,1,1,0
The Purge,73/100,0,1,0,0
Catch-22,73/100,0,1,1,0
The Rookie,73/100,0,1,0,1
Married... with Children,73/100,0,1,0,0
The Looming Tower,73/100,0,1,0,0
Blindspot,73/100,0,1,0,0
Steven Universe,73/100,0,1,0,0
Nashville,73/100,0,1,0,0
Salem,73/100,0,1,0,0
The Mindy Project,73/100,0,1,0,0
Mrs. America,73/100,0,1,0,0
The Middle,73/100,0,1,0,0
Roseanne,73/100,0,1,1,0
Black Clover,73/100,0,1,0,0
Witches of East End,73/100,0,1,0,0
Whitechapel,73/100,0,1,0,0
Stumptown,73/100,0,1,0,0
I Love Lucy,72/100,0,1,0,0
Harlots,72/100,0,1,0,0
UnREAL,72/100,0,1,0,0
The Wonder Years,72/100,0,1,0,0
Graceland,72/100,0,1,0,0
Anthony Bourdain: No Reservations,72/100,0,1,0,0
Ugly Betty,72/100,0,1,0,0
Marvel's Cloak & Dagger,72/100,0,1,0,0
The Bold Type,72/100,0,1,0,0
The Resident,72/100,0,1,1,0
Dragon Ball,72/100,0,1,0,0
The Goldbergs,72/100,0,1,0,0
Terriers,72/100,0,1,0,0
American Horror Stories,72/100,0,1,0,0
ER,72/100,0,1,0,0
Fairy Tail,72/100,0,1,0,0
Bunheads,72/100,0,1,0,0
High Fidelity,72/100,0,1,0,0
Horace and Pete,72/100,0,1,0,0
The Amazing World of Gumball,71/100,0,1,0,0
Blackadder,71/100,0,1,1,0
Hell's Kitchen,71/100,0,1,1,0
Robot Chicken,71/100,0,1,0,0
People of Earth,71/100,0,1,0,0
Boruto: Naruto Next Generations,71/100,0,1,0,0
The Musketeers,71/100,0,1,0,0
Sesame Street,71/100,0,1,1,0
Shrill,71/100,0,1,0,0
LEGO Masters,71/100,0,1,0,0
Good Behavior,71/100,0,1,0,0
Murdoch Mysteries,71/100,0,1,0,0
Full House,71/100,0,1,0,0
Mom,71/100,1,1,0,0
Will & Grace,71/100,0,1,0,0
King of the Hill,71/100,0,1,0,0
Doc Martin,71/100,0,1,0,0
Impractical Jokers,71/100,0,1,0,0
Debris,71/100,0,1,0,0
Solar Opposites,70/100,0,1,0,0
Trust,70/100,0,1,0,0
SIX,70/100,0,1,0,0
Last Man Standing,70/100,0,1,0,0
Body of Proof,70/100,0,1,0,0
The Hitchhiker's Guide to the Galaxy,70/100,0,1,1,0
Afro Samurai,70/100,0,1,0,0
S.W.A.T.,70/100,0,1,0,0
A Million Little Things,70/100,0,1,0,0
For Life,70/100,0,1,0,0
Battlestar Galactica,70/100,0,1,0,0
Alfred Hitchcock Presents,70/100,0,1,0,0
Flashpoint,70/100,0,1,1,0
The Detour,70/100,0,1,0,0
Greek,70/100,0,1,0,0
Casual,70/100,0,1,0,0
Mary Kills People,70/100,0,1,0,0
Mushi-Shi,70/100,0,1,1,0
Baskets,70/100,0,1,0,0
Touch,70/100,0,1,1,0
Rurouni Kenshin,70/100,0,1,1,0
Big Sky,70/100,0,1,1,0
The Wrong Mans,70/100,0,1,0,0
Chance,69/100,0,1,0,0
The Split,69/100,0,1,0,0
Make It or Break It,69/100,0,1,0,0
Das Boot,69/100,0,1,0,0
Legit,69/100,0,1,0,0
Breeders,69/100,0,1,0,0
Queen Sugar,69/100,0,1,0,0
Drake & Josh,69/100,0,1,0,0
MasterChef,69/100,0,1,0,0
Young Rock,69/100,0,1,0,0
The Eric Andre Show,69/100,0,1,0,0
Animaniacs,69/100,0,1,0,0
Man Seeking Woman,69/100,0,1,0,0
Pretty Little Liars: The Perfectionists,69/100,0,1,0,0
Yu Yu Hakusho,69/100,0,1,0,0
Brassic,69/100,0,1,0,0
Lodge 49,69/100,0,1,0,0
I Am the Night,69/100,0,1,0,0
Hey Arnold!,69/100,0,1,0,0
NOS4A2,69/100,0,1,0,0
The Glades,69/100,0,1,0,0
The Bridge,69/100,1,1,0,0
Underground,69/100,0,1,1,0
A Teacher,69/100,0,1,0,0
Danny Phantom,69/100,0,1,0,0
Sliders,69/100,0,1,0,0
30 for 30,69/100,0,1,0,0
Life in Pieces,69/100,0,1,1,0
The Amazing Race,68/100,0,1,1,0
Pitch,68/100,0,1,0,0
Numb3rs,68/100,0,1,0,0
Roswell,68/100,0,1,0,0
Tyrant,68/100,0,1,0,0
Legends,68/100,0,1,0,0
Angie Tribeca,68/100,0,1,0,0
FLCL,68/100,0,1,0,0
Rugrats,68/100,0,1,0,0
Fosse/Verdon,68/100,0,1,0,0
Assassination Classroom,68/100,0,1,0,0
Top Chef,68/100,0,1,0,0
Ghost Whisperer,68/100,0,1,1,0
Darker than Black,68/100,0,1,1,0
Kaguya-sama: Love is War,68/100,0,1,0,0
Ally McBeal,68/100,0,1,0,0
Everything's Gonna Be Okay,68/100,0,1,0,0
Psycho-Pass,68/100,0,1,1,0
The Powerpuff Girls,68/100,0,1,0,0
"Beverly Hills, 90210",68/100,0,1,0,0
"McCartney 3,2,1",68/100,0,1,0,0
Friday Night Dinner,68/100,0,1,0,0
Wu-Tang: An American Saga,68/100,0,1,0,0
Hellsing Ultimate,68/100,0,1,0,0
Claws,68/100,0,1,0,0
Marvel's M.O.D.O.K.,68/100,0,1,0,0
Shark Tank,68/100,0,1,0,0
Ghost Adventures,67/100,0,1,0,0
Miranda,67/100,0,1,0,0
Making It,67/100,0,1,0,0
The Son,67/100,1,1,0,0
10 Things I Hate About You,67/100,0,1,0,1
Good Trouble,67/100,0,1,0,0
Ben 10,67/100,0,1,0,0
The Mick,67/100,0,1,0,0
WWE Raw,67/100,0,1,0,0
Party of Five,67/100,0,1,0,0
Overlord,67/100,0,1,0,0
The Path,67/100,0,1,0,0
Descendants of the Sun,67/100,0,1,1,0
Single Parents,67/100,0,1,0,0
Deadliest Catch,67/100,0,1,0,0
Gangland Undercover,67/100,0,1,0,0
ThunderCats,67/100,0,1,0,0
Shiki,67/100,0,1,0,0
Rascal Does Not Dream of Bunny Girl Senpai,67/100,0,1,0,0
Jane Eyre,67/100,0,1,1,0
Kitchen Nightmares,67/100,0,1,0,0
Devious Maids,67/100,0,1,0,0
My Wife and Kids,67/100,0,1,0,0
Star vs. the Forces of Evil,67/100,0,1,0,1
Dark Side of the Ring,67/100,0,1,0,0
High School DxD,67/100,0,1,0,0
Transplant,67/100,0,1,0,0
Apple Tree Yard,67/100,0,1,0,0
9-1-1: Lone Star,67/100,0,1,0,0
Fruits Basket,66/100,0,1,0,0
Siren,66/100,0,1,0,0
Holey Moley,66/100,0,1,0,0
Diabolik Lovers,66/100,0,1,0,0
Dates,66/100,0,1,0,0
Baby Daddy,66/100,0,1,0,0
Digimon Adventure,66/100,0,1,0,0
The Long Road Home,66/100,0,1,0,0
Black Lagoon,66/100,0,1,0,0
Taken,66/100,0,1,0,0
Harrow,66/100,0,1,0,0
Walker,66/100,0,1,0,0
Catfish: The TV Show,66/100,0,1,0,0
Treadstone,66/100,0,1,0,0
The Incredible Hulk,66/100,0,1,0,1
"Sabrina, the Teenage Witch",66/100,0,1,0,0
X-Men: Evolution,66/100,0,1,0,1
Death Parade,66/100,0,1,0,0
NEXT,66/100,0,1,1,0
The Pink Panther,66/100,0,1,1,0
Golden Time,66/100,0,1,0,0
Dollface,66/100,0,1,0,0
Taxi,66/100,0,1,0,0
Being Mary Jane,66/100,0,1,0,0
Drunk History,65/100,0,1,0,0
Twisted,65/100,0,1,0,0
Brothers and Sisters,65/100,0,1,0,0
Breakout Kings,65/100,0,1,0,0
Scott & Bailey,65/100,0,1,0,0
Little Britain,65/100,0,1,0,0
Law & Order: Organized Crime,65/100,0,1,0,0
Pinky and the Brain,65/100,0,1,0,0
Ergo Proxy,65/100,0,1,0,0
Noragami,65/100,0,1,0,0
Primeval,65/100,0,1,0,0
Face Off,65/100,0,1,0,0
Love Island,65/100,0,1,0,0
Highlander: The Series,65/100,0,1,0,0
Prison School,65/100,0,1,0,0
Good Luck Charlie,65/100,0,1,0,1
Medium,65/100,0,1,0,0
Fire Force,65/100,0,1,0,0
Second Chance,65/100,0,1,0,0
American Housewife,65/100,0,1,0,0
The First,65/100,0,1,0,0
Reprisal,65/100,0,1,0,0
Mushoku Tensei: Jobless Reincarnation,64/100,0,1,0,0
The Kids Are Alright,64/100,0,1,0,0
Remington Steele,64/100,0,1,0,0
Saved by the Bell,64/100,0,1,0,0
The Fades,64/100,0,1,0,0
My Teen Romantic Comedy SNAFU,64/100,0,1,0,0
Station 19,64/100,0,1,0,0
New Tricks,64/100,0,1,0,0
The Mary Tyler Moore Show,64/100,0,1,0,0
Hill Street Blues,64/100,0,1,0,0
Monster Musume: Everyday Life with Monster Girls,64/100,0,1,0,0
The Conners,64/100,0,1,0,0
NYPD Blue,64/100,0,1,1,0
CSI: Miami,64/100,0,1,0,0
Metalocalypse,64/100,0,1,0,0
America's Got Talent,64/100,0,1,0,0
Fixer Upper,64/100,0,1,0,0
DCI Banks,64/100,0,1,0,0
The Future Diary,64/100,0,1,0,0
Childrens Hospital,64/100,0,1,0,0
The First 48,64/100,0,1,0,0
Chopped,64/100,0,1,0,0
Sense and Sensibility,64/100,0,1,1,0
House Hunters,64/100,0,1,0,0
Teenage Mutant Ninja Turtles,64/100,0,1,0,0
Flower of Evil,64/100,0,1,0,0
Monogatari,64/100,0,1,0,0
Prisoners of War,63/100,0,1,0,0
Clique,63/100,0,1,0,0
Atlantis,63/100,0,1,0,0
Travel Man: 48 Hours in...,63/100,0,1,0,0
Chowder,63/100,0,1,0,0
The Hardy Boys,63/100,0,1,0,0
Shots Fired,63/100,0,1,0,0
National Treasure,63/100,0,1,0,1
The Familiar of Zero,63/100,0,1,0,0
The Brady Bunch,63/100,0,1,0,0
Four Weddings and a Funeral,63/100,0,1,0,0
Hamilton's Pharmacopeia,63/100,0,1,0,0
The New York Times Presents,63/100,0,1,0,0
What's Wrong with Secretary Kim,63/100,0,1,0,0
The Great North,63/100,0,1,0,0
The Ultimate Fighter,63/100,0,1,0,0
Tiny Toon Adventures,63/100,0,1,0,0
Foster's Home for Imaginary Friends,63/100,0,1,0,0
The Tonight Show Starring Jimmy Fallon,63/100,0,1,0,0
Barkskins,63/100,0,1,0,0
River Monsters,63/100,0,1,1,0
The Dick Van Dyke Show,63/100,0,1,0,0
Yu-Gi-Oh! GX,63/100,0,1,0,0
Highschool of the Dead,63/100,0,1,0,0
While You Were Sleeping,63/100,0,1,0,1
The Marvelous Misadventures of Flapjack,63/100,0,1,0,0
Difficult People,63/100,0,1,0,0
Reba,63/100,0,1,0,0
The Event,62/100,0,1,0,0
American Gothic,62/100,0,1,0,0
Garfield and Friends,62/100,0,1,0,0
Home Economics,62/100,0,1,0,0
Clannad After Story,62/100,0,1,0,0
The Choe Show,62/100,0,1,0,0
Bless This Mess,62/100,0,1,0,0
Horrible Histories,62/100,0,1,1,0
grown-ish,62/100,0,1,0,0
Duncanville,62/100,0,1,0,0
The Guest Book,62/100,0,1,0,0
Speechless,62/100,0,1,0,0
Intervention,62/100,0,1,0,0
K.C. Undercover,62/100,0,1,0,1
The Three Stooges,62/100,0,1,0,0
Dragon Ball GT,62/100,0,1,0,0
Melissa & Joey,62/100,0,1,0,0
The Bob Newhart Show,62/100,0,1,0,0
General Hospital,62/100,0,1,0,0
Lupin the Third,62/100,0,1,0,0
Charlotte,62/100,0,1,0,0
Mr. Mayor,62/100,0,1,0,0
Murder in the First,62/100,0,1,0,0
Jersey Shore: Family Vacation,62/100,0,1,0,0
Family Matters,62/100,0,1,0,0
24: Legacy,62/100,0,1,0,0
American Ninja Warrior,62/100,0,1,0,0
Seraph of the End,62/100,0,1,0,0
Deutschland 86,62/100,0,1,0,0
Brickleberry,62/100,0,1,0,0
Ghosted,62/100,0,1,0,0
Saving Hope,62/100,0,1,0,0
Married at First Sight,61/100,0,1,1,0
The Voice,61/100,0,1,0,0
Wings,61/100,0,1,0,0
American Pickers,61/100,0,1,0,0
Nightwatch,61/100,0,1,1,0
Gold Rush,61/100,0,1,0,0
The Riches,61/100,0,1,0,0
Lark Rise to Candleford,61/100,0,1,0,0
Stan Against Evil,61/100,0,1,0,0
Homicide Hunter: Lt Joe Kenda,61/100,0,1,0,0
RuPaul's Drag Race: Untucked,61/100,0,1,0,0
The Carmichael Show,61/100,0,1,0,0
Moone Boy,61/100,0,1,0,0
Tyler Perry's The Haves and the Have Nots,61/100,0,1,0,0
Perfect Strangers,61/100,0,1,1,0
The Practice,61/100,0,1,0,0
Light as a Feather,61/100,0,1,0,0
Burden of Truth,61/100,0,1,0,0
Mister Ed,61/100,0,1,0,0
Kamisama Kiss,61/100,0,1,0,0
Mike Tyson Mysteries,61/100,0,1,0,0
American Gladiators,61/100,0,1,0,0
My Life as a Teenage Robot,60/100,0,1,0,0
Felicity,60/100,0,1,0,0
Expedition Unknown,60/100,0,1,0,0
Rosewood,60/100,0,1,0,0
The Guardian,60/100,0,1,1,0
Jeremiah,60/100,0,1,1,0
The Secret of Skinwalker Ranch,60/100,0,1,0,0
Dharma & Greg,60/100,0,1,0,0
The Real Housewives of Beverly Hills,60/100,0,1,0,0
The Fall Guy,60/100,0,1,0,0
Sealab 2021,60/100,0,1,1,0
The Incredible Dr. Pol,60/100,0,1,0,1
Whose Line Is It Anyway? (UK),60/100,0,1,0,0
The Fruit of Grisaia,60/100,0,1,0,0
St. Elsewhere,60/100,0,1,0,0
Ben 10: Omniverse,60/100,0,1,0,0
Naked and Afraid,60/100,0,1,0,0
Woke,60/100,0,1,0,0
Mr. Pickles,60/100,0,1,0,0
The Moodys,60/100,0,1,0,0
Being Erica,60/100,0,1,1,0
Dual Survival,60/100,0,1,0,0
Dimension 404,60/100,0,1,0,0
Diff'rent Strokes,60/100,0,1,0,0
Bad Banks,60/100,0,1,0,0
Kojak,60/100,0,1,0,0
Robin of Sherwood,60/100,0,1,1,0
Ranma ½,60/100,0,1,0,0
McLeod's Daughters,60/100,0,1,0,0
Life Below Zero,60/100,0,1,0,1
mixed-ish,60/100,0,1,0,0
Mountain Men,60/100,0,1,0,0
Baywatch,60/100,0,1,1,0
Shut Eye,59/100,0,1,0,0
Dietland,59/100,0,1,0,0
Yona of the Dawn,59/100,0,1,0,0
The Hustler,59/100,0,1,0,0
Man v. Food,59/100,0,1,0,0
Teen Titans Go!,59/100,0,1,0,0
Designing Women,59/100,0,1,0,0
Into the Dark,59/100,0,1,0,0
Mobile Suit Gundam Wing,59/100,0,1,0,0
Damien,59/100,0,1,0,0
Mistresses,59/100,0,1,0,0
The Lord of the Skies,59/100,0,1,0,0
Snow White with the Red Hair,59/100,0,1,0,0
The Masked Singer,59/100,0,1,0,0
Danganronpa: The Animation,59/100,0,1,0,0
Hellsing,59/100,0,1,0,0
Fate/stay night,59/100,0,1,0,0
Uncle,59/100,0,1,0,0
Deadly Women,59/100,0,1,1,0
Ironside,59/100,0,1,0,0
D.Gray-man,59/100,0,1,0,0
Space Dandy,59/100,0,1,0,0
Songland,59/100,0,1,0,0
Running Wild with Bear Grylls,59/100,0,1,0,1
Living Single,59/100,0,1,0,0
My 600-lb Life,59/100,0,1,0,0
Naked and Afraid XL,59/100,0,1,0,0
Popeye the Sailor,59/100,0,1,0,0
20/20,59/100,0,1,0,0
The Thundermans,59/100,0,1,0,0
90 Day Fiancé,59/100,0,1,0,0
Duck Dynasty,59/100,0,1,0,0
Pasión prohibida,59/100,0,1,0,0
No Man's Land,59/100,0,1,0,0
Upstairs Downstairs,59/100,0,1,0,0
The Bastard Executioner,59/100,0,1,0,0
The Food That Built America,59/100,0,1,0,0
Hang Ups,59/100,0,1,0,0
Star,59/100,0,1,0,0
Saving Grace,59/100,0,1,0,0
Full Metal Panic!,58/100,0,1,0,0
America's Funniest Home Videos,58/100,0,1,0,1
BuzzFeed Unsolved - True Crime,58/100,0,1,1,0
Log Horizon,58/100,0,1,0,0
Son of Zorn,58/100,0,1,0,0
Him & Her,58/100,0,1,0,0
World Trigger,58/100,0,1,0,0
Clarence,58/100,0,1,0,0
Kenan,58/100,0,1,0,0
Mayo Chiki!,58/100,0,1,0,0
Haven't You Heard? I'm Sakamoto,58/100,0,1,0,0
Hard Sun,58/100,0,1,0,0
Crime Scene Kitchen,58/100,0,1,0,0
Dance Moms,58/100,0,1,0,0
Gordon Ramsay's 24 Hours to Hell and Back,58/100,0,1,0,0
The White Shadow,58/100,0,1,0,0
X Company,58/100,0,1,0,0
Step by Step,58/100,0,1,0,0
False Flag,58/100,0,1,0,0
Housebroken,58/100,0,1,0,0
Jimmy Kimmel Live!,58/100,0,1,0,0
The Cleveland Show,58/100,0,1,0,0
Midnight Sun,58/100,1,1,0,0
Dice,58/100,0,1,0,0
Primeval: New World,58/100,0,1,0,0
7th Heaven,58/100,0,1,1,0
Cutthroat Kitchen,58/100,0,1,0,0
Married,58/100,0,1,0,0
Land of Honor,58/100,0,1,0,0
The UnXplained,58/100,0,1,0,0
Deadbeat,58/100,0,1,0,0
Alone Together,58/100,0,1,0,0
Chivalry of a Failed Knight,58/100,0,1,0,0
Intruders,58/100,0,1,1,0
Kimi ni Todoke: From Me to You,58/100,0,1,0,0
WWE Friday Night SmackDown,58/100,0,1,0,0
Coronation Street,58/100,0,1,0,0
Dirty Sexy Money,58/100,0,1,0,0
The Accident,58/100,0,1,0,0
Kenichi: The Mightiest Disciple,58/100,0,1,1,0
Archangel,58/100,0,1,0,0
Persona 4 The Animation,58/100,0,1,0,0
Melrose Place,57/100,0,1,1,0
SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,57/100,0,1,0,0
Restaurant: Impossible,57/100,0,1,0,0
The Legend of the Blue Sea,57/100,0,1,0,0
Alias Smith and Jones,57/100,0,1,0,0
Justice League Action,57/100,0,1,0,0
Helstrom,57/100,0,1,0,0
Packed to the Rafters,57/100,0,1,0,0
Oh My Venus,57/100,0,1,0,0
Banished,57/100,0,1,1,0
Bizarre Foods with Andrew Zimmern,57/100,0,1,0,0
Blood Blockade Battlefront,57/100,0,1,0,0
Curious George,57/100,0,1,0,0
Guilty Crown,57/100,0,1,0,0
Outlaw Star,57/100,0,1,0,0
The Real Housewives of New York City,57/100,0,1,0,0
Storage Wars,57/100,0,1,1,0
Bluff City Law,57/100,0,1,0,0
Bad Girls Club,57/100,0,1,0,0
The Bisexual,57/100,0,1,0,0
McHale's Navy,57/100,0,1,0,0
The Four: Battle for Stardom,57/100,0,1,0,0
"Doogie Howser, M.D.",57/100,0,1,0,0
House Hunters International,57/100,0,1,0,0
Shark,57/100,0,1,0,0
Sasquatch,57/100,0,1,0,0
The Electric Company,57/100,0,1,1,0
Akudama Drive,57/100,0,1,0,0
Love & Hip Hop Atlanta,57/100,0,1,0,0
Good Doctor,57/100,0,1,0,0
Alaska: The Last Frontier,57/100,0,1,0,0
Sonic Boom,57/100,0,1,0,0
Graves,57/100,0,1,0,0
The Secret of Crickley Hall,56/100,0,1,0,0
Locked Up Abroad,56/100,0,1,0,0
School Rumble,56/100,0,1,0,0
Princess Tutu,56/100,0,1,1,0
Date a Live,56/100,0,1,0,0
Devil May Cry,56/100,0,1,0,0
MasterChef Junior,56/100,0,1,0,0
Utopia Falls,56/100,0,1,0,0
Fear Factor,56/100,0,1,0,0
Hellevator,56/100,0,1,0,0
Aesthetica of a Rogue Hero,56/100,0,1,0,0
"Drugs, Inc.",56/100,0,1,0,0
Pure,56/100,0,1,0,0
Dr. Pimple Popper,56/100,0,1,0,0
The Biggest Loser,56/100,0,1,0,0
Filthy Rich,56/100,0,1,0,0
Grimgar of Fantasy and Ash,56/100,0,1,0,0
Bless the Harts,56/100,0,1,0,0
Celebrity Family Feud,56/100,0,1,0,0
xxxHOLiC,56/100,0,1,0,0
Bloom,56/100,0,1,0,0
Paradox,56/100,1,1,1,0
Worst Cooks in America,56/100,0,1,0,0
Keeping Up with the Kardashians,56/100,0,1,0,0
Blossom,56/100,0,1,0,0
Taste the Nation with Padma Lakshmi,56/100,0,1,0,0
Digimon Tamers,56/100,0,1,0,0
"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",56/100,0,1,0,0
Cake Boss,56/100,0,1,0,0
Tyler Perry's If Loving You Is Wrong,56/100,0,1,0,0
Plastic Memories,56/100,0,1,0,0
Love It or List It,56/100,0,1,0,0
Dragnet,56/100,0,1,0,0
"Say ""I Love You.""",56/100,0,1,0,0
Rev.,56/100,0,1,0,0
Axe Cop,56/100,0,1,0,0
The Secret Life of the American Teenager,55/100,0,1,0,0
Extreme Ghostbusters,55/100,0,1,0,0
OK K.O.! Let's Be Heroes,55/100,0,1,0,0
頭文字D First Stage,55/100,0,1,0,0
The Firm,55/100,0,1,1,0
The Titan Games,55/100,0,1,0,0
Attack on Titan: Junior High,55/100,0,1,0,0
To Love-Ru,55/100,0,1,0,0
Rosario + Vampire,55/100,0,1,0,0
All Saints,55/100,0,1,0,0
Fast N' Loud,55/100,0,1,0,0
Upper Middle Bogan,55/100,0,1,0,0
Toilet-Bound Hanako-kun,55/100,0,1,0,0
Barbarians Rising,55/100,0,1,0,0
Prey,55/100,0,1,0,0
Silk Stalkings,55/100,0,1,0,0
Match Game,55/100,0,1,1,0
The Most Dangerous Animal of All,55/100,0,1,0,0
Arifureta: From Commonplace to World's Strongest,55/100,0,1,0,0
Renegade,55/100,0,1,0,0
Disappeared,55/100,0,1,0,0
My Favorite Martian,55/100,0,1,0,1
Wise Man’s Grandchild,55/100,0,1,0,0
The Slap,55/100,0,1,1,0
Daniel Deronda,55/100,0,1,0,0
90 Day Fiancé: Before the 90 Days,55/100,0,1,0,0
Love Thy Neighbor,55/100,0,1,0,0
Infinite Stratos,55/100,0,1,0,0
A Certain Scientific Railgun,55/100,0,1,0,0
Taggart,55/100,0,1,0,0
Call Me Kat,55/100,0,1,0,0
My Love Story!!,55/100,0,1,0,0
Digimon Adventure:,55/100,0,1,0,0
City Homicide,55/100,0,1,0,0
The Lucy Show,55/100,0,1,0,0
Bering Sea Gold,55/100,0,1,0,0
Dog with a Blog,55/100,0,1,0,1
Beyond Scared Straight,55/100,0,1,0,0
Deutschland 89,55/100,0,1,0,0
The Smile Has Left Your Eyes,55/100,0,1,0,0
Bakuman。,55/100,0,1,0,0
Castaways,55/100,0,1,0,0
Iron Chef America,54/100,0,1,0,0
Your Pretty Face Is Going to Hell,54/100,0,1,0,0
Jersey Shore,54/100,0,1,0,0
Tim and Eric's Bedtime Stories,54/100,0,1,0,0
ID: INVADED,54/100,0,1,0,0
Undercover Boss,54/100,0,1,0,0
Sex&Drugs&Rock&Roll,54/100,0,1,0,0
Vanished,54/100,0,1,0,0
Skin Wars,54/100,0,1,0,0
Hollywood Game Night,54/100,0,1,0,0
A Christmas Carol,54/100,0,1,0,1
Black Narcissus,54/100,0,1,0,0
Pramface,54/100,0,1,0,0
Buzzfeed Unsolved - Supernatural,54/100,0,1,1,0
The Lowe Files,54/100,0,1,1,0
When the Weather is Fine,54/100,0,1,0,0
Kämpfer,54/100,0,1,0,0
City So Real,54/100,0,1,0,0
American Idol,54/100,0,1,0,0
Lincoln Heights,54/100,0,1,0,0
Some Girls,54/100,0,1,0,0
The Asterisk War,54/100,0,1,0,0
The Housewife and the Hustler,54/100,0,1,0,0
Nura: Rise of the Yokai Clan,54/100,0,1,0,0
Find Me in Paris,54/100,0,1,0,0
Devils' Line,54/100,0,1,0,0
Wander Over Yonder,54/100,0,1,0,1
The Qwaser of Stigmata,54/100,0,1,0,0
Trust Me,54/100,0,1,0,0
Dream Corp LLC,54/100,0,1,0,0
Top Gear,54/100,0,1,1,0
Swamp People,54/100,0,1,1,0
Still 17,54/100,0,1,0,0
Kiri,54/100,0,1,0,0
Baghdad Central,54/100,0,1,0,0
Haganai: I Don't Have Many Friends,54/100,0,1,0,0
Coupling,53/100,0,1,0,0
Witchblade,53/100,0,1,0,0
The Bachelor,53/100,0,1,0,0
