title,metascore,user_score
Breakthrough with Tony Robbins: Season 1,43,6.8
Head Cases: Season 1,43,5.9
TekWar: Season 1,43,tbd
Whodunnit?: Season 1,43,7.9
Monarch: Season 1,43,tbd
The Love Boat: Season 1,43,tbd
The Houstons: On Our Own: Season 1,43,1.4
Unhitched: Season 1,43,5
American Playboy: The Hugh Hefner Story: Season 1,43,3.8
LA to Vegas: Season 1,43,5.9
Hart of Dixie: Season 1,43,7.6
Best Time Ever with Neil Patrick Harris: Season 1,43,4
My Generation: Season 1,43,5.2
State of Affairs: Season 1,43,6
The Show With Vinny: Season 1,43,2.7
Outcasts: Season 1,43,5.8
Freakylinks: Season 1,43,tbd
Too Hot to Handle: Season 1,43,3.4
Sean Saves the World: Season 1,43,4.7
Til Death Do Us Part: Season 1,43,7.8
Disjointed: Season 1,43,7.4
Save Me: Season 1,43,5.6
Pure Genius: Season 1,43,6.7
Agent X: Season 1,43,5.5
Crash: Season 1,43,5.7
Danny: Season 1,42,tbd
The Cool Kids: Season 1,42,5.6
Reverie: Season 1,42,5.2
Sexy Beasts: Season 1,42,tbd
Our Cartoon President: Season 1,42,3.6
TALKSHOW with Spike Feresten: Season 1,42,8.5
Big Lake: Season 1,42,4.5
NYC Prep: Season 1,42,1.4
The Listener: Season 1,42,7.4
Martha Behind Bars,42,tbd
Made in Jersey: Season 1,42,4.4
Criminal Minds: Suspect Behavior: Season 1,42,4.7
Labyrinth: Season 1,42,4.4
Kell on Earth: Season 1,42,tbd
Criminal Minds: Season 1,42,8.1
Past Life: Season 1,42,6.9
The Calling: Season 1,42,tbd
The Mob Doctor: Season 1,42,4.8
The Odd Couple (2015): Season 1,42,5.4
Star: Season 1,42,5.2
10 Items Or Less: Season 1,42,5.8
The Neighbors: Season 1,42,6.1
The Chopping Block: Season 1,42,5.6
Manhattan Love Story: Season 1,42,6
Heartland: Season 1,42,6.2
Family Tools: Season 1,42,tbd
Mistresses (2013): Season 1,42,6.3
Miami Medical: Season 1,42,7.7
The Cleaner: Season 1,41,6.3
What About Brian: Season 1,41,8.9
What I Like About You: Season 1,41,tbd
Call Me Kat: Season 1,41,4
American Dad!: Season 1,41,7.6
The Andromeda Strain: Season 1,41,5.6
How to Be a Gentleman: Season 1,41,2.9
"Sit Down, Shut Up: Season 1",41,5.2
Mr. Robinson: Season 1,41,3.8
Malibu Country: Season 1,41,6.3
The Real Housewives of Miami: Season 1,41,2.1
Treasure Hunters: Season 1,41,5.9
Death To 2020,41,4.9
Daddio: Season 1,41,tbd
"Sex, Love & Secrets: Season 1",41,8.4
Mercy: Season 1,41,6.4
The Marriage Ref: Season 1,40,3.8
Four Kings: Season 1,40,6.8
Heathers (2018): Season 1,40,4.9
Rodeo Girls: Season 1,40,4
The Evidence: Season 1,40,8.4
Wolf Pack: Season 1,40,tbd
Lipstick Jungle: Season 1,40,5.2
The Terminal List: Season 1,40,7.8
3 Lbs.: Season 1,40,8
Bull (2016): Season 1,40,4.9
Dirt: Season 1,40,7.3
The Goop Lab with Gwyneth Paltrow: Season 1,40,0.8
The Passion,40,2.8
Helstrom: Season 1,40,6
My Big Fat Greek Life: Season 1,40,tbd
The Beautiful Life: Season 1,40,5.1
Ja'mie: Private School Girl: Season 1,40,6
Allen Gregory: Season 1,40,2.7
Big Day: Season 1,40,7.5
Live for the Moment: Season 1,40,5.8
Thank God You're Here: Season 1,39,4.9
Fly Girls: Season 1,39,tbd
Mental: Season 1,39,6
Valor: Season 1,39,4.2
Kevin Can Wait: Season 1,39,3.8
Courting Alex: Season 1,39,3.7
Dead of Summer: Season 1,39,6.3
Primeval: New World: Season 1,39,5.5
Roseanne's Nuts: Season 1,39,3.3
Dirty Dancing (2017),39,2.4
E-Ring: Season 1,39,8.2
Three Wishes: Season 1,39,8.3
The Hasselhoffs: Season 1,39,tbd
Grace of Monaco: Season 1,39,4.6
Imaginary Mary: Season 1,39,3.6
Surface: Season 1,39,8.7
Zero Hour: Season 1,39,5.7
Megyn Kelly Today: Season 1,39,0.9
Vampire Bats: Season 1,39,3.4
The Ten Commandments,39,2.6
Angela's Eyes: Season 1,38,8.5
Hype: Season 1,38,tbd
Notes from the Underbelly: Season 1,38,7
Tiger King: Season 2,38,2.8
The Deep End: Season 1,38,7.4
MacGyver (2016): Season 1,38,4
Nashville: Season 1,38,7.7
Partners (2012): Season 1,38,5.4
Almost Family: Season 1,38,3.7
Betrayal: Season 1,38,6.9
The Paul Reiser Show: Season 1,38,3.5
Mulaney: Season 1,38,3.9
Bad Judge: Season 1,38,5.8
Moonlight: Season 1,38,8.9
Ferris Bueller: Season 1,38,tbd
7 Days of Sex: Season 1,38,tbd
Training Day (2017): Season 1,38,4.7
Do No Harm: Season 1,37,6.6
Rosewood: Season 1,37,4.9
Standoff: Season 1,37,8.2
Til Death: Season 1,37,5.7
Guys With Kids: Season 1,37,5.5
The Mysteries of Laura: Season 1,37,5.7
See: Season 1,37,6.1
Pepper Dennis: Season 1,37,8.9
Marvel's Iron Fist: Season 1,37,6.1
Testees: Season 1,37,7.6
Carpoolers: Season 1,37,8.2
Heartbeat (2016): Season 1,37,5.3
"What Happened, Brittany Murphy?: Season 1",37,5.8
Uncle Buck (2016): Season 1,37,1.9
Twins: Season 1,37,4.6
One Big Happy: Season 1,37,4.7
Damien: Season 1,37,7.1
The Orville: Season 1,36,8.3
Men at Work: Season 1,36,6.4
9JKL: Season 1,36,3.2
The Pauly D Project: Season 1,36,2.9
Hank: Season 1,36,4
I Hate My Teenage Daughter: Season 1,36,2.9
Man Up!: Season 1,36,6
The Masked Singer: Season 1,36,4.4
Man With a Plan: Season 1,36,4.3
Kings of South Beach: Season 1,36,6.3
In the Motherhood: Season 1,36,3.9
Outlaw: Season 1,36,4.3
Watching Ellie: Season 2,36,tbd
Indebted: Season 1,36,1.4
"Are You There, Chelsea?: Season 1",35,5
The Bill Engvall Show: Season 1,35,3.3
Have No Fear: The Life of Pope John Paul II: Season 1,35,6.2
Kath & Kim: Season 1,35,5.4
Fuller House: Season 1,35,6.5
The Hunt for the Trump Tapes with Tom Arnold: Season 1,35,0.9
Dinotopia: Season 1,35,tbd
Sharknado 4: The 4th Awakens,35,2.6
The Duchess: Season 1,35,4.5
The Golden Globe Awards,35,2.4
Wisdom of the Crowd: Season 1,35,5.7
Grumpy Cat's Worst Christmas Ever: Season 1,35,4.4
Rollergirls: Season 1,35,7.6
Flash Gordon: Season 1,35,2.2
Hoops: Season 1,35,3.6
Working Girl: Season 1,34,tbd
Cooking With Paris (2021): Season 1,34,7.8
Brand X With Russell Brand: Season 1,34,4.5
Wipeout: Season 1,34,7.3
High Society: Season 1,34,1.6
Hunters: Season 1,34,5.2
Surviving Suburbia: Season 1,34,3.4
The Unauthorized Full House Story,34,3.5
Teachers: Season 1,34,6.6
The New Celebrity Apprentice: Season 15,33,5.2
Bagdad Cafe: Season 1,33,tbd
Bristol Palin: Life's a Tripp: Season 1,33,1.7
Another Life: Season 1,33,3.7
We Are Men: Season 1,33,2.8
Beauty and the Beast (2012): Season 1,33,7.4
Last Man Standing (2011): Season 1,33,6.8
The Bedford Diaries: Season 1,33,8.3
Dane Cook's Tourgasm: Season 1,33,2.6
Freddie: Season 1,33,6.5
Big Brother: Season 2,33,4.8
Big Shots: Season 1,33,8.2
Wicked City: Season 1,33,4.3
The Bachelor: Season 1,33,2.3
Luis: Season 1,33,tbd
13 Fear Is Real: Season 1,32,3.9
Donny!: Season 1,32,3.9
Inconceivable: Season 1,32,8.5
Notorious: Season 1,32,4.3
Aaliyah: The Princess of R&B,32,tbd
Ghost Shark,32,2.9
Anchorwoman: Season 1,31,3.7
Fashion House (2006): Season 1,31,8.2
Saint George: Season 1,31,3.7
Tuesday Night Book Club: Season 1,31,4.6
Farmer Wants a Wife: Season 1,31,7.5
Hot Properties: Season 1,31,8.1
So You Think You Can Dance: Season 1,31,5.8
Full House: Season 1,31,7.6
Lil' Bush: Season 1,31,4.3
The Choice: Season 1,30,3.8
H8R: Season 1,30,1.5
Charlie's Angels: Season 1,30,2.9
The Cougar: Season 1,30,2.4
Timecop: Season 1,29,tbd
The Last Templar,29,2.4
Twenty Good Years: Season 1,29,5.9
South Beach: Season 1,29,8.6
Hidden Hills: Season 1,29,tbd
American Inventor: Season 1,29,5.1
Big Brother: Season 1,29,5.2
Rob: Season 1,29,3.4
Ghost Whisperer: Season 1,29,8.3
The Return of Jezebel James: Season 1,29,5.2
Sex Box: Season 1,28,2.5
Painkiller Jane: Season 1,28,6.1
The War at Home: Season 1,28,4
"Love, Inc.: Season 1",28,6.8
Murphy's Law (1988): Season 1,28,tbd
Rules of Engagement: Season 1,28,7.5
Criminal Minds: Beyond Borders: Season 1,28,3.7
Bleep My Dad Says: Season 1,28,4.4
Marvel's Inhumans: Season 1,27,4.3
Dirty Dancing: Season 1,27,tbd
Does Someone Have To Go: Season 1,27,3.3
In Case of Emergency: Season 1,27,6.9
Desire: Season 1,27,7.5
Liz & Dick,26,3.7
Truth Be Told (2015): Season 1,26,4.3
Get This Party Started: Season 1,26,3.6
How to Get the Guy: Season 1,26,7.2
Dr. Ken: Season 1,26,3.2
Hawaii: Season 1,25,tbd
Happy Hour: Season 1,25,8.3
The Trouble with Normal: Season 1,25,tbd
Tucker: Season 1,25,tbd
The Leisure Class,25,2.7
Insatiable: Season 1,25,6.9
Killer Instinct: Season 1,25,8.5
Unan1mous: Season 1,24,3.1
Woops!: Season 1,24,tbd
Modern Men: Season 1,24,5.6
10.5: Apocalypse: Season 1,23,4.2
I Wanna Marry Harry: Season 1,23,2.4
October Road: Season 1,23,8.6
Identity: Season 1,22,8.4
The Game: Season 1,22,8.2
Do Not Disturb: Season 1,21,3.5
Sons Of Hollywood: Season 1,21,3.8
Uncle Buck: Season 1,21,tbd
Knight Rider: Season 1,21,5.9
Momma's Boys: Season 1,19,4.3
The Real Wedding Crashers: Season 1,19,2.6
Cavemen: Season 1,19,5.2
Work It : Season 1,19,0.9
Category 7: The End of the World: Season 1,18,3.7
Stalker: Season 1,17,7.4
Dads: Season 1,15,3.8
The 1/2 Hour News Hour: Season 1,13,2.8
