title,metascore,user_score
Reno 911!: Season 1,68,7.1
Warrior (2019): Season 1,68,7.5
Shrinking: Season 1,68,5.2
DC's Stargirl: Season 1,68,6.3
Marvel's Daredevil: Season 2,68,8.3
Extant: Season 1,68,6.5
Family Ties: Season 1,68,tbd
Vegas: Season 1,68,6.8
Marvel's Runaways: Season 1,68,6.7
Moby Dick,68,8.6
Scott Turow's Innocent,68,tbd
The Riches: Season 2,68,7.4
Lost Girl: Season 1,68,7.9
The Handmaid's Tale: Season 3,68,6.6
Sons & Daughters: Season 1,68,8
Riverdale: Season 1,68,7.3
Nikita: Season 1,67,7.5
Special: Season 1,67,6.6
Nightingale: Season 1,67,6.1
That's Life: Season 1,67,tbd
Upload: Season 1,67,7.9
Fringe: Season 1,67,8.3
Virtuality,67,8.3
9-1-1: Lone Star: Season 1,67,5
Babylon: Season 1,67,8.7
Star Wars: The Bad Batch: Season 1,67,6.8
Loaded: Season 1,67,5.3
United States of Tara: Season 1,67,7.9
Vice: Season 1,67,6.7
1923: Season 1,67,5.8
Rutherford Falls: Season 1,67,5.4
The Returned (2015): Season 1,67,6.1
Pillars of the Earth: Season 1,67,7
Alaska Daily: Season 1,67,tbd
House of Hammer: Season 1,67,tbd
The Hotwives of Orlando: Season 1,67,5
Beavis and Butt-head: Season 8,67,7.8
She-Hulk: Attorney at Law: Season 1,67,3.2
The Righteous Gemstones: Season 1,67,6.7
Wilfred: Season 1,67,7.4
Pivoting: Season 1,67,tbd
Great News: Season 1,67,6.6
The Flash: Season 1,67,6.9
I Am Cait: Season 1,67,4.1
The Late Late Show with James Corden: Season 1,67,6.5
Being Mary Jane (2014): Season 1,67,7.7
About A Boy: Season 1,67,7.6
Mary and Martha,67,5.8
Trust: Season 1,67,7.1
The Big C: Season 1,67,6.8
Bates Motel: Season 2,67,7.9
Finding Alice: Season 1,67,tbd
The Rosie Show : Season 1,67,6.4
30 Rock: Season 1,67,8.2
A Discovery of Witches: Season 1,67,7.2
Top Design: Season 1,67,4.7
Welcome to Chippendales: Season 1,67,4.8
Victoria (2016): Season 1,67,6.6
Queer As Folk (2022): Season 1,67,3.6
Alex Rider: Season 1,67,6.2
Arrested Development: Season 5,67,6.7
Comrade Detective: Season 1,67,7.8
The Sunset Limited,67,8
Weeds: Season 4,67,7.3
Too Big To Fail,67,6.9
I Am Not Okay With This: Season 1,67,7.4
Helix: Season 1,67,6.3
Mankind: The Story of All of Us: Season 1,67,4.8
The Bridge (2013): Season 2,67,8.2
Desperate Housewives: Season 3,67,8.1
Method to the Madness of Jerry Lewis,67,tbd
The IT Crowd (UK): Season 1,67,8.7
24: Season 8,67,7.8
Casanova: Season 1,67,8.2
The Company: Season 1,67,7.1
Ben & Kate: Season 1,67,6.5
The X-Files: Season 11,67,7.4
Longmire: Season 1,67,9
The O.C.: Season 1,67,6.8
Echo 3: Season 1,67,6.1
Single Parents: Season 1,67,5.6
State of Mind: Season 1,67,8.3
Dead to Me: Season 1,67,7.7
Unsolved: The Murders of Tupac and The Notorious B.I.G.: Season 1,67,5.8
Wet Hot American Summer: Ten Years Later: Season 1,67,6.2
Taboo: Season 1,67,8.4
The OA: Season 2,67,8.9
Trial & Error: Season 1,67,7
Copper : Season 1,67,7.4
A Teacher: Season 1,67,6.2
Making a Murderer: Season 2,67,8.9
Two and a Half Men: Season 1,67,8.1
When We Rise: Season 1,67,6.3
The Event : Season 1,67,6.3
The Tonight Show with Conan O'Brien: Season 1,67,7.8
Orange is the New Black: Season 5,67,6.5
7 Days in Hell,67,7.6
Summer Heights High: Season 1,67,8.8
Heroes: Season 1,67,8.7
The 1619 Project,67,2.1
From Scratch: Season 1,67,tbd
The Umbrella Academy: Season 2,67,7.3
The Wizard of Lies,67,6.7
Better Off Ted: Season 1,66,8.4
The Marshal: Season 1,66,tbd
Modern Love: Season 1,66,7
Cold Case: Season 1,66,7.2
Zoey's Extraordinary Playlist: Season 1,66,7.8
Man Seeking Woman: Season 1,66,7.4
V: Season 1,66,6.5
Inside Amy Schumer: Season 1,66,4.6
Santa Clarita Diet: Season 1,66,7.5
Dispatches from Elsewhere: Season 1,66,6.8
The Girl: Season 1,66,7.3
The Case Against Adnan Syed: Season 1,66,4.8
Hairspray Live!,66,7.1
Kitchen Nightmares: Season 1,66,8.9
Hawaii Five-0: Season 1,66,7.3
Madam Secretary: Season 1,66,5.9
Easy Money: Season 1,66,8.1
Ozark: Season 1,66,8.3
The Borgias: Season 1,66,7.7
Night Sky: Season 1,66,7.2
Go On: Season 1,66,7.9
Fyre Fraud,66,5.5
Dickinson: Season 1,66,5.9
Citizen U.S.A.: A 50 State Road Trip,66,tbd
Just Shoot Me: Season 1,66,7.5
Dietland: Season 1,66,4.5
Party Down: Season 1,66,8.6
Vanity Fair (2018),66,5.4
Tom Clancy's Jack Ryan: Season 1,66,6.3
Star Trek: Voyager: Season 1,66,7.9
Housebroken: Season 1,66,tbd
Awkwafina Is Nora From Queens: Season 1,66,5.4
A to Z: Season 1,66,6.9
Genius (2017): Season 3,66,tbd
Recount,66,6.8
The Society: Season 1,66,6.5
Da Ali G Show (US): Season 2,66,tbd
2 Broke Girls: Season 1,66,7.5
Teachers (2016): Season 1,66,5.2
Murder In Big Horn: Season 1,66,tbd
Young Rock: Season 1,66,6.3
Shots Fired: Season 1,66,4.4
Shameless (US): Season 1,66,8.6
Revenge: Season 1,66,8.4
Castle Rock (2018): Season 1,66,6.7
The Red Road: Season 1,66,8.6
Fear the Walking Dead: Season 1,66,5.5
Bates Motel: Season 1,66,7.8
Canterbury's Law: Season 1,66,6.3
New Girl: Season 1,66,7.8
The Sandman: Season 1,66,6.1
Briarpatch: Season 1,66,4.7
Black Mirror: Season 5,66,5.9
Hawkeye (2021): Season 1,66,6.2
Zach Stone Is Gonna Be Famous: Season 1,66,7.8
Once Upon a Time: Season 1,66,7.9
Hung: Season 1,66,7.3
The Newsroom: Season 2,66,7.2
Twisted: Season 1,66,7.6
Person of Interest: Season 1,66,8.5
The Swamp,66,tbd
The Mysterious Benedict Society: Season 1,66,6.3
Atypical: Season 1,66,8.6
American Horror Story: Season 7,66,5.9
The Politician: Season 1,66,6.4
Good Omens: Season 1,66,7.8
Mary Kills People: Season 1,66,6.3
Dirty Sexy Money: Season 1,66,7.7
61st Street: Season 1,66,tbd
Twenty Twelve: Season 1,66,6.2
Skins: Season 1,66,8.7
Black Narcissus,66,tbd
Wayward Pines: Season 1,66,7.5
Mistresses (UK): Season 1,66,8.5
Chocolate News: Season 1,66,3.1
Death Comes to Pemberley: Season 1,66,7.3
Cobra Kai: Season 2,66,7.8
Class: Season 1,66,5.6
The Strain: Season 2,66,7.3
Nurse Jackie: Season 5,66,7.1
The Eddy: Season 1,66,6
10 Things I Hate About You: Season 1,66,6.6
Condor: Season 1,66,6.6
Platinum: Season 1,66,tbd
Star Trek: Enterprise: Season 1,66,7.4
Wednesday: Season 1,66,7.1
Sons of Liberty: Season 1,65,6.5
Tell Me Lies: Season 1,65,tbd
Friends: The Reunion,65,6.5
The Red Line: Season 1,65,3.9
Kung Fu (2021): Season 1,65,6.4
The Expanse: Season 1,65,8.5
Carnivale: Season 1,65,8.5
Tyrant: Season 2,65,6.8
Animal Kingdom: Season 1,65,6.9
Making the Cut: Season 1,65,7.5
Marvel's Jessica Jones: Season 3,65,6.5
"Sabrina, the Teenage Witch: Season 1",65,6.1
Mom: Season 1,65,7.1
Criminal: UK: Season 1,65,5.8
The Defenders: Season 1,65,7.1
The Investigation: Season 1,65,tbd
The Unicorn: Season 1,65,5.1
Muhammad Ali's Greatest Fight,65,tbd
Enlisted: Season 1,65,7.4
The Marvelous Mrs. Maisel: Season 4,65,6.8
"Upstairs, Downstairs: Season 2",65,tbd
The River: Season 1,65,6.2
Blindspot: Season 1,65,6.8
The Last O.G.: Season 1,65,5.6
Ballers (2015): Season 1,65,7.3
The Crown: Season 5,65,7.5
The Mentalist: Season 1,65,8.5
Good Girls Revolt: Season 1,65,6.7
The Bridge: Season 1,65,7.4
You're the Worst: Season 1,65,8
America's Next Top Model: Season 1,65,7.2
The Widow: Season 1,65,5.1
Prime Suspect: Season 1,65,7.5
Sun Records: Season 1,65,6.2
Connecting...: Season 1,65,tbd
Berlin Station: Season 1,65,7.1
Tulsa King: Season 1,65,6.5
Murderville: Season 1,65,5.8
Leah Remini: Scientology and the Aftermath: Season 1,65,8.3
The Crimson Petal and The White: Season 1,65,8.5
Todd Margaret: Season 1,65,6.8
Hung: Season 2,65,7.3
The Bronx Is Burning: Season 1,65,7.6
No Ordinary Family: Season 1,65,6.7
John Doe: Season 1,65,tbd
Prison Break: Season 1,65,9
The Closer: Season 1,65,8.5
Big Shot: Season 1,65,tbd
WeCrashed: Season 1,65,6.8
Dancing on the Edge: Season 1,65,7.1
Surviving Jack: Season 1,65,8.3
The Spoils Before Dying: Season 1,65,4.5
City on a Hill: Season 1,65,7.7
Loot: Season 1,65,4.1
Natalie Wood: What Remains Behind,65,tbd
The Dead Zone: Season 1,65,6.5
Chad: Season 1,65,1.5
Good Behavior: Season 1,65,7.8
Sleeper Cell: Season 1,65,7.8
Salem's Lot (2004),65,tbd
Superman & Lois: Season 1,65,6.9
The Leftovers: Season 1,65,7.5
Shining Girls: Season 1,65,6.6
Timeless (2016): Season 1,65,7.2
Tidying Up with Marie Kondo: Season 1,65,4.3
Happy!: Season 1,65,7.7
Major Crimes: Season 1,65,7.2
Class of 3000: Season 1,65,6.4
The Tonight Show Starring Jimmy Fallon: Season 1,65,6.3
Army Wives: Season 1,65,7.6
Room 104: Season 1,65,4.9
Altered Carbon: Season 2,65,3.7
The Rain: Season 1,65,4.8
Goliath: Season 1,65,7.6
The Colbert Report: Season 1,65,8.7
Political Animals: Season 1,65,7.3
Trust Me: Season 1,65,7.5
I Love That for You: Season 1,65,tbd
American Horror Story: Season 2,65,8.3
Harry Potter 20th Anniversary: Return to Hogwarts,65,4.7
Dolly Parton's Coat of Many Colors,65,6.8
Maggie (2022): Season 1,65,tbd
Dangerous Minds: Season 1,65,tbd
Breeders: Season 1,65,5.1
Playing House: Season 1,65,7.4
Blood Drive: Season 1,65,6.3
Kevin Can F**k Himself: Season 1,65,5.4
The Soul Man: Season 1,65,4.2
Q: Into the Storm: Season 1,65,8.8
The LEGO Star Wars Holiday Special,65,5.4
Coyote: Season 1,65,tbd
Cougar Town: Season 4,65,8.1
Night Court (2023): Season 1,65,tbd
The Midnight Club: Season 1,65,6.2
For All Mankind: Season 1,65,5.9
Christy: Season 1,65,tbd
Conversations with Friends: Season 1,64,6.4
The Path: Season 2,64,7.6
Spies of Warsaw: Season 1,64,7.1
Lie to Me: Season 1,64,8.8
Emily in Paris: Season 2,64,4.5
Derek: Season 1,64,8.5
Self Made: Inspired by the Life of Madam C.J. Walker: Season 1,64,5.9
Dave's World: Season 1,64,tbd
Marvel's Luke Cage: Season 2,64,6.7
Westworld: Season 3,64,5.8
Ragdoll: Season 1,64,4
The Fashion Show: Season 1,64,5.1
The Knights of Prosperity: Season 1,64,8.1
The Daily Show with Trevor Noah: Season 1,64,3
It's Always Sunny in Philadelphia: Season 1,64,9
Terra Nova: Season 1,64,6.2
Little Women (2018): Season 1,64,4.6
Guava Island,64,7.2
Bored to Death: Season 1,64,7.9
Claws: Season 1,64,6.5
Inside Amy Schumer: Season 5,64,2.4
For Life: Season 1,64,6.8
Luther: Season 5,64,7.3
Hot in Cleveland: Season 1,64,6.5
Little Demon: Season 1,64,6.9
Now Apocalypse: Season 1,64,5.8
The Office: Season 9,64,7.2
Mad Dogs (2016): Season 1,64,7.2
Westworld: Season 4,64,5.3
Home Before Dark: Season 1,64,7.6
Sense8: Season 1,64,8
Altered Carbon: Season 1,64,8
The World According to Jeff Goldblum: Season 1,64,5.3
Champions: Season 1,64,6.3
Kitchen Confidential: Season 1,64,8
That '70s Show: Season 1,64,8.6
Servant: Season 1,64,6.8
Up All Night: Season 1,64,6.5
Titus: Season 1,64,tbd
The Real World: Season 1,64,tbd
Love Monkey: Season 1,64,7.9
Criminal Minds: Evolution: Season 1,64,6.4
Schitt's Creek: Season 1,64,7.6
The Sarah Silverman Program: Season 1,64,5
Now and Then (2022): Season 1,64,tbd
BH90210: Season 1,64,6.5
The Michael J. Fox Show: Season 1,64,6.5
Life (2007): Season 1,64,7.9
Whiskey Cavalier: Season 1,64,6.4
Ferrell Takes the Field: Season 1,64,7.1
The Librarians (2014): Season 1,64,7.4
Falling Skies: Season 2,64,7
Covert Affairs: Season 1,64,7
Saving Grace: Season 1,64,5.1
Life's Too Short: Season 1,64,7.2
High School Musical: The Musical: The Series: Season 1,64,6.2
The Rookie: Season 1,64,7.8
South Park: Season 1,64,8.6
Kenan: Season 1,64,tbd
Trophy Wife: Season 1,64,7
CSI: Vegas: Season 1,64,6.2
Raised by Wolves: Season 1,64,7.4
The Glades: Season 1,64,7.3
Sleepy Hollow: Season 1,64,7.6
Hotel Hell: Season 1,64,7.3
Making History: Season 1,64,5.6
Julian Fellowes Presents Doctor Thorne: Season 1,64,6.8
Strike Back: Season 1,64,8.5
Threshold: Season 1,64,7.9
SMILF: Season 1,64,6.8
The New Adventures of Old Christine: Season 1,64,7.3
Revolution: Season 1,64,5.8
Camp Rock,64,5.9
Scandal: Season 1,64,7.1
Chance: Season 1,64,7.4
Barbershop: Season 1,64,tbd
Kindred: Season 1,64,4
Conan (2010): Season 1,64,8.6
The Immortal Life of Henrietta Lacks,64,5.1
Hostages: Season 1,64,5.9
MacGruber (2021): Season 1,64,5.8
Dave: Season 1,64,7
Shantaram: Season 1,64,7.4
Better With You: Season 1,64,6.4
Life in Pieces: Season 1,64,7
The Carmichael Show: Season 1,64,6
The Control Room: Season 1,64,tbd
Frequency: Season 1,64,7
Home Improvement: Season 1,64,7.7
The Tudors: Season 1,64,6.9
Law & Order: Los Angeles: Season 1,64,7.1
The Undoing: Season 1,64,6.7
The Me You Can't See: Season 1,64,tbd
I'm Sorry: Season 1,64,7.9
Avenue 5: Season 1,64,4.8
Nip/Tuck: Season 6,64,7.8
Full Circle: Season 1,64,tbd
Star Wars: The Clone Wars: Season 1,64,8.3
Genius (2017): Season 1,64,6.7
Uncoupled: Season 1,64,5.2
Girl Meets World: Season 1,64,7.5
Tim Gunn's Guide to Style: Season 1,63,7.5
Touch: Season 1,63,7
Undercovers: Season 1,63,5.7
The Drew Carey Show: Season 1,63,8.3
Yellowstone (2018): Season 5,63,4.5
Armistead Maupin's Tales of the City: Season 1,63,6.5
Doll & Em: Season 1,63,4.9
Alphas: Season 1,63,7.1
From: Season 1,63,6.6
True Blood: Season 1,63,8.1
The L Word: Season 1,63,6.5
Ten Percent: Season 1,63,tbd
Liar: Season 1,63,5.9
House of Lies: Season 1,63,5.6
All American: Season 1,63,8.2
Y: The Last Man: Season 1,63,4.7
Benched: Season 1,63,7.3
Golden Boy: Season 1,63,6.5
Young Sheldon: Season 1,63,5.1
Let the Right One In: Season 1,63,4.4
The Newsroom: Season 3,63,7.3
The 100: Season 1,63,6.7
The New Pope: Season 1,63,7.8
Outsiders: Season 1,63,6.9
Survivors: Season 1,63,8.1
Killing Eve: Season 3,63,6.9
Vicious: Season 1,63,7.6
Marry Me: Season 1,63,6.7
Grand Crew: Season 1,63,tbd
Devious Maids: Season 1,63,7.6
Roadkill: Season 1,63,7
Marvel's The Defenders: Season 1,63,7
Firefly: Season 1,63,8.3
Time Traveling Bong: Season 1,63,5.4
Ground Floor: Season 1,63,7.8
Crisis: Season 1,63,7
New Amsterdam: Season 1,63,8.5
Encore!: Season 1,63,5.5
Queer as Folk: Season 1,63,8.9
The Haunting of Bly Manor: Season 1,63,6.5
Prosecuting Casey Anthony,63,5.7
Hell on Wheels: Season 1,63,8
Kevin From Work: Season 1,63,6.1
Factory: Season 1,63,tbd
The New Yorker Presents: Season 1,63,3
Traffic Light: Season 1,63,6.3
Mob City: Season 1,63,8.1
So NoTORIous: Season 1,63,8.5
Debris: Season 1,63,5.6
Why Women Kill: Season 1,63,6.7
Smash: Season 2,63,6.3
Dallas (2012): Season 1,63,7.2
Satisfaction (2014): Season 1,63,6.7
Family Guy: Season 4,63,7.1
Copenhagen Cowboy: Season 1,63,7.2
Gunpowder: Season 1,63,6.3
Super Pumped: The Battle for Uber: Season 1,63,tbd
Detroit 1-8-7: Season 1,63,8.1
Walker: Independence: Season 1,63,tbd
Iconoclasts: Season 1,63,tbd
Hitmen: Season 1,63,1.9
The Gifted: Season 1,63,7
Ten Days in the Valley: Season 1,63,5.6
Miss Guided: Season 1,63,8.3
Reginald the Vampire: Season 1,63,tbd
Harper's Island: Season 1,63,7.3
The Handmaid's Tale: Season 5,63,4.4
Will: Season 1,62,5.9
The Adam Carolla Project: Season 6,62,6.5
Hightown: Season 1,62,4
Grandfathered: Season 1,62,5.3
The Luminaries: Season 1,62,tbd
Gracepoint: Season 1,62,7.6
The World Wars: Season 1,62,4.1
Picnic at Hanging Rock: Season 1,62,5.5
Alcatraz: Season 1,62,6.6
Ordinary Joe: Season 1,62,3
Mike & Molly: Season 1,62,6.4
Soulmates: Season 1,62,5.6
Ghosted: Season 1,62,6.1
History of Swear Words: Season 1,62,5.9
Dirk Gently's Holistic Detective Agency: Season 1,62,8.8
Telenovela: Season 1,62,7.4
The Muppets (2015): Season 1,62,6.4
Fantasy Island: Season 1,62,4.2
South Riding: Season 1,62,7
The Inbetweeners: Season 1,62,3.7
The Wilds: Season 2,62,6.3
The Imagineering Story: Season 1,62,5.4
Ginny & Georgia: Season 1,62,1.6
666 Park Avenue: Season 1,62,7.2
Worst Week: Season 1,62,6.1
The Office: Season 1,62,8.4
Black.  White.: Season 1,62,6.4
The Lincoln Lawyer (2022): Season 1,62,5.1
The Real O'Neals: Season 1,62,7.1
Chelsea Does: Season 1,62,5.8
The Ricky Gervais Show: Season 1,62,8.7
The First: Season 1,62,6.5
Naked & Afraid: Season 1,62,6.3
The Most Dangerous Animal of All: Season 1,62,tbd
The Real Housewives of New Jersey: Season 1,62,4
Eureka: Season 1,62,8.8
The Man in the High Castle: Season 2,62,7.5
Warehouse 13: Season 1,62,7.5
All Rise: Season 1,62,5
House of Cards (2013): Season 6,62,3.2
Debbie Macomber's Cedar Cove: Season 1,62,4.3
Here Comes Honey Boo Boo: Season 2,62,1.9
Greek: Season 1,62,8.2
I'm Dying Up Here: Season 1,62,7.4
Incorporated: Season 1,62,7
Almost Human: Season 1,62,8.5
Banshee: Season 1,62,8.6
Samurai Girl: Season 1,62,8.3
Rake (2014): Season 1,62,6.9
Scrubs: Season 9,62,5.8
Matador: Season 1,62,6
The Watch (2021): Season 1,62,2.4
B Positive: Season 1,62,4
Da Vinci's Demons: Season 1,62,7.7
The Slap (2015): Season 1,62,4.6
Foundation: Season 1,62,5.4
Fleming: The Man Who Would Be Bond: Season 1,62,7.4
House of Saddam: Season 1,62,tbd
Californication: Season 2,62,8.3
Necessary Roughness: Season 1,62,5.9
JAG: Season 1,62,7.4
A Gifted Man : Season 1,62,7
The Following: Season 1,62,5.8
The Sister: Season 1,62,tbd
The Real Housewives of Beverly Hills: Season 1,62,6.2
Dear Edward: Season 1,62,tbd
Dawson's Creek: Season 1,62,7.8
Love Is Blind: Season 1,62,5.6
The Handmaid's Tale: Season 4,62,5.9
American Horror Story: Season 1,62,8.1
The Hill: Season 1,62,5.6
Brand New Cherry Flavor: Season 1,62,7.2
Limetown: Season 1,62,5.4
High Score: Season 1,62,9.1
Everything Sucks!: Season 1,62,7.6
Grey's Anatomy: Season 1,62,8.2
The Exorcist (2016): Season 1,62,8.2
Warrior Nun: Season 1,62,7.2
Snowfall: Season 1,62,6.4
Monsterland: Season 1,62,4.2
Cherish the Day: Season 1,62,tbd
Entourage: Season 8,62,5.3
A Christmas Story Live!,61,4.3
Sherri: Season 1,61,7.1
Galavant: Season 1,61,7.4
Rizzoli & Isles: Season 1,61,7
True Detective: Season 2,61,6.4
Black Mirror: Bandersnatch,61,6.9
MasterChef: Season 1,61,7.3
Side Order of Life: Season 1,61,8.3
Quantum Leap: Season 1,61,8.3
The Ex List: Season 1,61,8.4
The Arrangement (2017): Season 1,61,5.6
Eli Stone: Season 1,61,8.3
Teen Wolf: Season 1,61,8.6
The Book of Daniel: Season 1,61,5
Catherine The Great: Season 1,61,5.5
Candy: Season 1,61,8
Meadowlands: Season 1,61,8.5
Homecoming: Season 2,61,6.3
White People,61,2.6
Miracle Workers (2019): Season 1,61,5.7
Chicagoland: Season 1,61,tbd
Dexter: New Blood: Season 1,61,7
The Unit: Season 1,61,7.3
Cleverman: Season 1,61,6.9
Mercy Street: Season 1,61,6.1
Moonbase 8: Season 1,61,5.6
The Irregulars: Season 1,61,3.4
Stargate Universe: Season 1,61,6
Dancing With the Stars: Season 1,61,5.5
Jeffrey Epstein: Filthy Rich,61,5.7
Late Night with Seth Meyers: Season 1,61,3.2
Charmed: Season 1,61,7.5
Making the Band: Season 1,61,tbd
Carol's Second Act: Season 1,61,6
Modern Love: Season 2,61,tbd
Eastbound & Down: Season 1,61,9
The Loudest Voice: Season 1,61,6.3
Prodigal Son: Season 1,61,7.5
Dark: Season 1,61,8.4
Graves: Season 1,61,5.8
The Whispers: Season 1,61,6.4
The Unusuals: Season 1,61,7.6
CSI: NY: Season 1,61,5
Woke: Season 1,61,4.2
Picket Fences: Season 1,61,8.2
Raising Dion: Season 1,61,5
The New Normal: Season 1,61,6.3
Outer Banks: Season 1,61,7
Locke & Key: Season 1,61,6.2
Defending Jacob: Season 1,61,7.1
The Umbrella Academy: Season 1,61,7.2
My Own Worst Enemy: Season 1,61,8.7
Cop Rock: Season 1,61,tbd
From Dusk Till Dawn: The Series: Season 1,61,7.1
Fear City: New York vs. the Mafia,61,5.4
The Goode Family: Season 1,61,6.1
The Alienist: Season 1,61,6.5
Cristela: Season 1,61,5.4
Shining Vale: Season 1,61,tbd
Life As We Know It: Season 1,61,tbd
Sirens (2014): Season 1,61,7.8
BrainDead: Season 1,61,7.7
The Morning Show: Season 1,61,6.9
Turn: Washington's Spies: Season 1,61,8.1
Wedding Band: Season 1,61,6.8
Breaking Amish: Season 1,61,6.4
The OA: Season 1,61,7.4
Madoff: Season 1,61,5.3
Everwood: Season 1,61,tbd
Stephen King's The Shining: Season 1,61,tbd
Z: The Beginning of Everything: Season 1,61,6.4
Gangs of London: Season 2,61,6.1
The Good Guys: Season 1,61,8.5
I Shouldn't Be Alive: Season 1,61,8.6
Halo: Season 1,61,6
Impeachment: American Crime Story,61,6.6
Childhood's End: Season 1,61,5.7
Parenthood  : Season 1,61,8.1
Suits: Season 1,61,8.7
Entourage: Season 7,61,6.5
The Shrink Next Door: Season 1,61,5.7
Stephen King's The Stand: Season 1,61,7.9
Anne Boleyn: Season 1,61,0.6
Around the World in 80 Days: Season 1,61,5
The Right Stuff (2020): Season 1,61,5.8
#blackAF: Season 1,61,4.9
Royal Pains: Season 1,61,7.3
The Magicians (2016): Season 1,60,7.1
The Passage: Season 1,60,7.1
The Morning Show: Season 2,60,4.8
The Casual Vacancy: Season 1,60,5.5
Nobodies: Season 1,60,4.5
Generation: Season 1,60,7
The Net: Season 1,60,tbd
9-1-1: Season 1,60,6.4
The Last Ship: Season 1,60,7.1
Pennyworth: Season 1,60,6.6
Sex&Drugs&Rock&Roll: Season 1,60,9
Mad Love: Season 1,60,6.6
Tales of the Walking Dead: Season 1,60,3.1
Pistol: Season 1,60,6.7
Swimming with Sharks: Season 1,60,tbd
The Lottery: Season 1,60,6.1
Accused (2023): Season 1,60,tbd
Abby's: Season 1,60,4.2
Little Voice: Season 1,60,6.5
Grand Hotel (2019): Season 1,60,6.4
Bless This Mess: Season 1,60,3.1
The World According to Dick Cheney: Season 1,60,5.5
Little Britain USA: Season 1,60,6.5
Your Honor: Season 1,60,6.3
Outer Range: Season 1,60,7.4
Phil Spector,60,5.1
Shooter (2016): Season 1,60,7.1
Shark: Season 1,60,7.9
For The People: Season 1,60,5
Good Girls: Season 1,60,7.3
Crossing Jordan: Season 1,60,tbd
Penny Dreadful: City Of Angels: Season 1,60,4.9
Ugly Americans: Season 1,60,7
The Philanthropist: Season 1,60,7.9
Da Ali G Show (US): Season 1,60,6.9
Jean-Claude Van Johnson: Season 1,60,7.3
Mockingbird Lane,60,7.2
Sinbad: Season 1,60,5.1
Day Break: Season 1,60,7.2
"Clone High, USA: Season 1",60,6.1
Bloodline: Season 2,60,7.2
The Astronaut Wives Club: Season 1,60,6
Being Human: Season 1,60,7.8
American Horror Story: Season 5,60,7
Against the Grain: Season 1,60,tbd
Low Winter Sun: Season 1,60,7.1
Animaniacs (2020): Season 1,60,6.6
The Twilight Zone (2019): Season 1,60,4.3
Robocop: Season 1,60,tbd
American Idol: Season 16,60,6.1
House of Cards (2013): Season 5,60,6.1
The X-Files: Season 10,60,7.5
Hell on Wheels: Season 2,60,8.1
Physical: Season 1,60,4.6
Drew Peterson: Untouchable,60,tbd
The L Word: Generation Q: Season 1,60,3.5
Resurrection: Season 1,60,7.2
Lore: Season 1,60,4.7
One Child: Season 1,60,tbd
Mammals: Season 1,60,1.3
Divorce (2016): Season 1,60,5.2
American Housewife: Season 1,60,6.1
Paul T. Goldman: Season 1,60,tbd
Truth Seekers: Season 1,60,6.9
Helter Skelter: An American Myth,59,tbd
McMafia: Season 1,59,6.7
American Odyssey: Season 1,59,7.2
Proof: Season 1,59,6.4
Samantha Who?: Season 1,59,8.3
Rise: Season 1,59,6.5
Ozark: Season 2,59,8.2
Watching Ellie: Season 1,59,tbd
Fairly Legal : Season 1,59,6.2
Once Upon a Time in Wonderland: Season 1,59,7
Scream Queens: Season 1,59,7.8
I Am The Night: Season 1,59,6.1
The Catch: Season 1,59,6.6
The New York Times Presents: Malfunction: The Dressing Down of Janet Jackson,59,tbd
The Crossing (2018): Season 1,59,5.8
My Life as a Rolling Stone: Season 1,59,tbd
Back in the Game: Season 1,59,5.7
Time After Time: Season 1,59,5.1
The Real L Word : Season 1,59,4.6
Dolly Parton's Heartstrings: Season 1,59,5.8
JANET JACKSON.: Season 1,59,tbd
Smith: Season 1,59,8.8
"God, the Devil and Bob: Season 1",59,tbd
Mr. Selfridge: Season 1,59,6.9
A.P. Bio: Season 1,59,6.8
Las Vegas: Season 1,59,8.5
The Serpent: Season 1,59,7.1
Undercover Boss: Season 1,59,6.4
Legends: Season 1,59,7.3
We Hunt Together: Season 1,59,3
The Last Post: Season 1,59,4.9
Queen of the South: Season 1,59,7.1
After Life: Season 1,59,8.1
Neverland: Season 1,59,6.9
Against The Wall: Season 1,59,8
Friends: Season 1,59,8.6
The Class: Season 1,59,7.7
The Recruit (2022): Season 1,59,6.1
Kaleidoscope: Season 1,59,5.4
Vampire Academy (2022): Season 1,59,4.8
The Undeclared War: Season 1,59,tbd
Seed: Season 1,59,6.5
The End: Season 1,59,tbd
Chasing Life: Season 1,59,8.1
Star Trek: Lower Decks: Season 1,59,3.8
Psych: Season 1,59,8.9
Cursed (2020): Season 1,59,4.8
BoJack Horseman: Season 1,59,8.6
My Boys: Season 1,59,7.7
La La Land: Season 1,59,8.3
The Collection: Season 1,59,5
The Liberator (2020),59,6
The Langoliers,59,tbd
Batwoman: Season 1,59,1.9
Prime Suspect: Tennison: Season 1,59,7.1
How to Make It in America: Season 1,59,7.9
The Real Housewives of Washington D.C.: Season 1,59,2.9
Who Is America?: Season 1,59,7.1
Black Earth Rising: Season 1,59,6.1
Rollergirls: Season 1,59,7.1
Supernatural: Season 1,59,8.9
Mr. Corman: Season 1,59,4.9
Kevin (Probably) Saves the World: Season 1,59,7.4
Ringer: Season 1,59,6.6
Bitten: Season 1,59,7
The Real Housewives of Orange County: Season 1,59,2.1
Mars: Season 1,59,5.6
The Book Of Boba Fett: Season 1,59,5.6
Ruby and the Rockits: Season 1,59,8.4
